날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20250221,1시,0,0,0,0.7,5.2,0,1.1,5.7
20250221,2시,0,0,0,0.4,5.2,0,0.9,6.4
20250221,3시,0,0,0,0.3,4.4,0,0.4,5
20250221,4시,0,0,0,0.3,4.8,0,0.3,4.9
20250221,5시,0,0,0,0.3,6,0,0.4,5.5
20250221,6시,0,0,0,-0.1,5.4,0,-2.5,2.4
20250221,7시,0,0,0,-0.1,5.4,0,-2.4,3.2
20250221,8시,29.6,29.6,22.2,0.6,6,23.4,-1.7,3.7
20250221,9시,128.6,158.2,103.6,0.8,4.9,152.4,-0.7,3.6
20250221,10시,375.03,533.23,321,1.8,4.7,355.1,0.5,3
20250221,11시,662.8,1196.03,579.6,2.7,6.1,553.2,1.6,4.9
