날짜,시간,오늘 발전량(kW),오늘 누적(kWh),오늘 일사량(W/㎡),오늘 기온(℃),오늘 풍속(㎧),내일 일사량(W/㎡),내일 기온(℃),내일 풍속(㎧)
20240927,9시,377.76,564.36,363.4,23.3,2.2,339.2,23.8,0.4
20240927,10시,554.77,1119.13,551.6,24.9,2.3,499.8,25.4,0.7
20240927,11시,689.31,1808.44,701.5,26.1,2.7,572.2,25.8,0.3
20240927,12시,758.6,2567.04,788.2,26.8,1.8,222.6,24.9,1.4
20240927,13시,780.24,3347.28,820.9,27.3,1,392.1,25.7,1.5
20240927,14시,761.12,4108.4,791.7,27.4,2.1,659.8,26.3,2.9
20240927,15시,465.13,4573.53,460.2,27,3,663.7,27.4,3.4
20240927,16시,247.74,4821.27,238.9,27.4,2.5,490.9,27.3,3.1
20240927,17시,281.54,5102.81,271.3,26.9,2.4,231.1,26.2,2.8
20240927,18시,118.45,5221.26,110,25.4,3.2,71.6,25.3,2.7
20240927,19시,5.6,5226.86,5.6,24.4,1.7,4.4,24.7,2.5
20240927,20시,0,5226.86,0,23.6,1,0,24.2,1.4
20240927,21시,0,5226.86,0,22.7,0.1,0,23.3,1
20240927,22시,0,5226.86,0,21.6,0.6,0,23,1.7
20240927,23시,0,5226.86,0,21.7,1.2,0,22.6,2.1
20240928,0시,0,0,0,20.3,1.9,0,21.5,1.3
20240928,1시,0,0,0,20.6,2.4,0,21.4,1.5
20240928,2시,0,0,0,20.2,2.9,0,21.3,1.5
20240928,3시,0,0,0,19.3,2.9,0,20.7,1.1
20240928,4시,0,0,0,18.6,2.7,0,20.3,1.3
20240928,5시,0,0,0,18.4,2.7,0,20.5,2.2
20240928,6시,0,0,0,18.8,3,0,20.4,1.4
20240928,7시,17.87,17.87,13.4,19.1,2.6,12.1,20.9,2.1
20240928,8시,168.73,186.6,155.3,20.6,2.4,145,22.7,1.8
20240928,9시,377.76,564.36,363.4,23.3,2.2,339.2,23.8,0.4
20240928,10시,554.77,1119.13,551.6,24.9,2.3,499.8,25.4,0.7
20240928,11시,689.31,1808.44,701.5,26.1,2.7,572.2,25.8,0.3
20240928,12시,758.6,2567.04,788.2,26.8,1.8,791.9,25.6,3.9
20240928,13시,400.35,2228.83,392.1,25.7,1.5,828.8,25.8,4.6
20240928,14시,652.47,2881.3,659.8,26.3,2.9,795.2,25.8,4.7
20240928,15시,654.98,3536.28,663.7,27.4,3.4,696.6,26.4,4.2
20240928,16시,495.4,4031.68,490.9,27.3,3.1,540.5,26,4.3
20240928,17시,242.66,4274.34,231.1,26.2,2.8,342.1,25.3,4.3
20240928,18시,78.03,4352.37,71.6,25.3,2.7,132.5,24.2,3.3
20240928,19시,4.4,4356.77,4.4,24.7,2.5,5.7,23.1,2.7
20240928,20시,0,4356.77,0,24.2,1.4,0,22.6,2.8
20240928,21시,0,4356.77,0,23.3,1,0,21.3,1.9
20240928,22시,0,4356.77,0,23,1.7,0,20.8,2.2
20240928,23시,0,4356.77,0,22.6,2.1,0,21,2.5
20240929,0시,0,0,0,21.9,2,0,20.8,2.3
20240929,1시,0,0,0,21.6,1.9,0,20.4,1.8
20240929,2시,0,0,0,21.7,1.5,0,20.3,1.4
20240929,3시,0,0,0,21.5,1.4,0,18.9,1.4
20240929,4시,0,0,0,21,1.6,0,19.2,1.6
20240929,5시,0,0,0,20.7,2,0,19.6,2.1
20240929,6시,0,0,0,20.6,2.3,0,19.3,2.4
20240929,7시,9.3,9.3,9.3,21.1,2.1,11,20.1,3.2
20240929,8시,158.92,168.22,145.2,22.2,3,144.8,21.6,3.5
20240929,9시,362.08,530.3,345.4,23.3,2.2,347.2,23.7,2.4
20240929,10시,543.4,1073.7,535.7,24.7,2.5,537.3,25.7,2
20240929,11시,678.17,1751.87,680,25.2,3.6,690.8,26.7,1.9
20240929,12시,778.31,2530.18,791.9,25.6,3.9,786.9,28,2.7
20240929,13시,813.54,3343.72,828.8,25.8,4.6,816.2,27.6,3.3
20240929,14시,784.26,4127.98,795.2,25.8,4.7,690.4,25.5,3.4
20240929,15시,691.75,4819.73,696.6,26.4,4.2,583.5,27.4,4.5
20240929,16시,549.09,5368.82,540.5,26,4.3,521.8,27.2,4.8
20240929,17시,358.35,5727.17,342.1,25.3,4.3,329.4,26.4,3.7
20240929,18시,145.21,5872.38,132.5,24.2,3.3,112.9,25.4,1.6
20240929,19시,5.7,5878.08,5.7,23.1,2.7,4.3,24.9,0.9
20240929,20시,0,5878.08,0,22.6,2.8,0,24.8,1.9
20240929,21시,0,5878.08,0,21.3,1.9,0,23.5,1.1
20240929,22시,0,5878.08,0,20.8,2.2,0,22.7,1.4
20240929,23시,0,5878.08,0,21,2.5,0,22,1.1
20240930,0시,0,0,0,20.8,2.3,0,21.7,0.1
20240930,1시,0,0,0,20.4,1.8,0,21.4,1.1
20240930,2시,0,0,0,20.3,1.4,0,21.2,1.7
20240930,3시,0,0,0,18.9,1.4,0,20.1,1.9
20240930,4시,0,0,0,19.2,1.6,0,19.7,0.9
20240930,5시,0,0,0,19.6,2.1,0,19.6,2
20240930,6시,0,0,0,19.3,2.4,0,19.4,3.5
20240930,7시,11,11,11,20.1,3.2,10.5,19.4,3.3
20240930,8시,159.91,170.91,144.8,21.6,3.5,143.7,20.8,3.7
20240930,9시,364.57,535.48,347.2,23.7,2.4,348.3,22.6,2.6
20240930,10시,542.35,1077.83,537.3,25.7,2,540.1,25.2,1.8
20240930,11시,678.39,1756.22,690.8,26.7,1.9,694.8,26.1,2.8
20240930,12시,761.01,2517.23,786.9,28,2.7,790.4,27.2,2.5
20240930,13시,790.59,3307.82,816.2,27.6,3.3,822,27.6,2.2
20240930,14시,686.71,3994.53,690.4,25.5,3.4,780.3,27.8,2
20240930,15시,586.54,4581.07,583.5,27.4,4.5,664.4,28.9,2.5
20240930,16시,530.51,5111.58,521.8,27.2,4.8,503.8,28.6,1.2
20240930,17시,344.54,5456.12,329.4,26.4,3.7,278.1,26.5,2.5
20240930,18시,124.24,5580.36,112.9,25.4,1.6,98.1,25.5,1.1
20240930,19시,4.3,5584.66,4.3,24.9,0.9,1.8,24.6,2.3
20240930,20시,0,5584.66,0,24.8,1.9,0,23.4,1.9
20240930,21시,0,5584.66,0,23.5,1.1,0,22.1,1.4
20240930,22시,0,5584.66,0,22.7,1.4,0,21.6,1.8
20240930,23시,0,5584.66,0,22,1.1,0,21.3,2.6
20241001,0시,0,0,0,21.7,0.1,0,20.8,3.2
20241001,1시,0,0,0,21.4,1.1,0,20,3.3
20241001,2시,0,0,0,21.2,1.7,0,19.5,2.5
20241001,3시,0,0,0,20.1,1.9,0,19.1,2.2
20241001,4시,0,0,0,19.7,0.9,0,18.6,2.3
20241001,5시,0,0,0,19.6,2,0,18.4,3.3
20241001,6시,0,0,0,19.4,3.5,0,17.9,3.5
20241001,7시,10.5,10.5,10.5,19.4,3.3,10.5,18,3.4
20241001,8시,160.18,170.68,143.7,20.8,3.7,148.1,19.4,2.9
20241001,9시,368.78,539.46,348.3,22.6,2.6,358.9,21.6,2.6
20241001,10시,546.99,1086.45,540.1,25.2,1.8,549.4,23.7,2.2
20241001,11시,688.42,1774.87,694.8,26.1,2.8,677,24.7,2.4
20241001,12시,767.23,2542.1,790.4,27.2,2.5,795.2,25.6,0.9
20241001,13시,791.5,3333.6,822,27.6,2.2,818.6,26.2,1.3
20241001,14시,753.85,4087.45,780.3,27.8,2,752.7,26.4,2.6
20241001,15시,651.49,4738.94,664.4,28.9,2.5,650.8,26.6,2.1
20241001,16시,504.23,5243.17,503.8,28.6,1.2,528.4,25.4,2.4
20241001,17시,292.91,5536.08,278.1,26.5,2.5,320.2,24.6,2
20241001,18시,108.99,5645.07,98.1,25.5,1.1,114.5,23.2,1.8
20241001,19시,1.8,5646.87,1.8,24.6,2.3,3.4,21.8,1.1
20241001,20시,0,5646.87,0,23.4,1.9,0,21.3,1
20241001,21시,0,5646.87,0,22.1,1.4,0,20.6,1.2
20241001,22시,0,5646.87,0,21.6,1.8,0,20.1,1.5
20241001,23시,0,5646.87,0,21.3,2.6,0,19.6,0.3
20241002,0시,0,0,0,20.8,3.2,0,19.5,1.4
20241002,1시,0,0,0,20,3.3,0,19.5,1.1
20241002,2시,0,0,0,19.5,2.5,0,18.5,0.3
20241002,3시,0,0,0,19.1,2.2,0,18.4,1.4
20241002,4시,0,0,0,18.6,2.3,0,18,1.2
20241002,5시,0,0,0,18.4,3.3,0,18.1,2
20241002,6시,0,0,0,17.9,3.5,0,18.4,2.3
20241002,7시,10.5,10.5,10.5,18,3.4,7.6,19,1.5
20241002,8시,166.18,176.68,148.1,19.4,2.9,125.7,20.9,0.6
20241002,9시,382.4,559.08,358.9,21.6,2.6,314.8,22.7,1.2
20241002,10시,561.48,1120.56,549.4,23.7,2.2,487,23.9,0.6
20241002,11시,676.06,1796.62,677,24.7,2.4,632,24.7,1
20241002,12시,769.87,2566.49,795.2,25.6,0.9,508.1,23.7,2.8
20241002,13시,790.07,3356.56,818.6,26.2,1.3,161.7,23.7,0.9
20241002,14시,738.93,4095.49,752.7,26.4,2.6,38.5,21.6,5.7
20241002,15시,646.01,4741.5,650.8,26.6,2.1,90.6,20.3,5.3
20241002,16시,538.86,5280.36,528.4,25.4,2.4,50,20.2,4.1
20241002,17시,339.01,5619.37,320.2,24.6,2,20.4,18.9,6.5
20241002,18시,129.39,5748.76,114.5,23.2,1.8,10.4,17.9,4.6
20241002,19시,3.4,5752.16,3.4,21.8,1.1,0.5,18.2,3.3
20241002,20시,0,5752.16,0,21.3,1,0,18.3,3.2
20241002,21시,0,5752.16,0,20.6,1.2,0,18.3,3.2
20241002,22시,0,5752.16,0,20.1,1.5,0,18.3,4.7
20241002,23시,0,5752.16,0,19.6,0.3,0,18.1,5.2
20241003,0시,0,0,0,20.8,3.2,0,19.5,1.4
20241003,1시,0,0,0,20,3.3,0,19.5,1.1
20241003,2시,0,0,0,19.5,2.5,0,18.5,0.3
20241003,3시,0,0,0,19.1,2.2,0,18.4,1.4
20241003,4시,0,0,0,18.6,2.3,0,18,1.2
20241003,5시,0,0,0,18.4,3.3,0,18.1,2
20241003,6시,0,0,0,17.9,3.5,0,18.4,2.3
20241003,7시,10.5,10.5,10.5,18,3.4,7.6,19,1.5
20241003,8시,166.18,176.68,148.1,19.4,2.9,125.7,20.9,0.6
20241003,9시,382.4,559.08,358.9,21.6,2.6,314.8,22.7,1.2
20241003,10시,561.48,1120.56,549.4,23.7,2.2,487,23.9,0.6
20241003,11시,676.06,1796.62,677,24.7,2.4,632,24.7,1
20241003,12시,769.87,2566.49,795.2,25.6,0.9,508.1,23.7,2.8
20241003,13시,790.07,3356.56,818.6,26.2,1.3,161.7,23.7,0.9
20241003,14시,738.93,4095.49,752.7,26.4,2.6,38.5,21.6,5.7
20241003,15시,646.01,4741.5,650.8,26.6,2.1,90.6,20.3,5.3
20241003,16시,538.86,5280.36,528.4,25.4,2.4,50,20.2,4.1
20241003,17시,339.01,5619.37,320.2,24.6,2,20.4,18.9,6.5
20241003,18시,129.39,5748.76,114.5,23.2,1.8,10.4,17.9,4.6
20241003,19시,3.4,5752.16,3.4,21.8,1.1,0.5,18.2,3.3
20241003,20시,0,5752.16,0,21.3,1,0,18.3,3.2
20241003,21시,0,5752.16,0,20.6,1.2,0,18.3,3.2
20241003,22시,0,5752.16,0,20.1,1.5,0,18.3,4.7
20241003,23시,0,5752.16,0,19.6,0.3,0,18.1,5.2
20241004,0시,0,0,0,19.5,1.4,0,17.1,3.8
20241004,1시,0,0,0,19.5,1.1,0,17.3,4.8
20241004,2시,0,0,0,18.5,0.3,0,16.6,3.9
20241004,3시,0,0,0,18.4,1.4,0,14.6,2.9
20241004,4시,0,0,0,18,1.2,0,14.1,2.5
20241004,5시,0,0,0,18.1,2,0,13.9,3.5
20241004,6시,0,0,0,18.4,2.3,0,13.8,3.5
20241004,7시,7.6,7.6,7.6,19,1.5,8.4,13.9,4
20241004,8시,141.94,149.54,125.7,20.9,0.6,110.8,15.1,4.5
20241004,9시,335.54,485.08,314.8,22.7,1.2,214.8,15.9,4
20241004,10시,499.2,984.28,487,23.9,0.6,172.8,16.6,3
20241004,11시,631.6,1615.88,632,24.7,1,366.1,18.5,4.8
20241004,12시,521.93,2137.81,508.1,23.7,2.8,669.2,19.3,5.1
20241004,13시,172.89,2310.7,161.7,23.7,0.9,702.6,19.8,5.3
20241004,14시,41.87,2352.57,38.5,21.6,5.7,643.1,20.1,4.1
20241004,15시,98.73,2451.3,90.6,20.3,5.3,544,19.7,4.8
20241004,16시,54.72,2506.02,50,20.2,4.1,497.7,19.5,4.3
20241004,17시,22.56,2528.58,20.4,18.9,6.5,325.1,18.9,3.6
20241004,18시,11.96,2540.54,10.4,17.9,4.6,114.5,17.2,2.1
20241004,19시,0.5,2541.04,0.5,18.2,3.3,2.3,16.1,2
20241004,20시,0,2541.04,0,18.3,3.2,0,15.2,2.8
20241004,21시,0,2541.04,0,18.3,3.2,0,13.8,2.1
20241004,22시,0,2541.04,0,18.3,4.7,0,13.2,2.2
20241004,23시,0,2541.04,0,18.1,5.2,0,12.9,2.7
20241005,0시,0,0,0,17.1,3.8,0,12.4,3
20241005,1시,0,0,0,17.3,4.8,0,12,3.1
20241005,2시,0,0,0,16.6,3.9,0,11.6,3
20241005,3시,0,0,0,14.6,2.9,0,10.8,2.5
20241005,4시,0,0,0,14.1,2.5,0,10.9,2.5
20241005,5시,0,0,0,13.9,3.5,0,11.2,1.5
20241005,6시,0,0,0,13.8,3.5,0,11.4,2.5
20241005,7시,8.4,8.4,8.4,13.9,4,3.9,11.9,2.9
20241005,8시,126.03,134.43,110.8,15.1,4.5,39.8,12.8,3.1
20241005,9시,237.33,371.76,214.8,15.9,4,99.4,14.2,3.4
20241005,10시,189.24,561,172.8,16.6,3,113,14.1,3.4
20241005,11시,394.68,955.68,366.1,18.5,4.8,108.8,14.7,3.5
20241005,12시,695.49,1651.17,669.2,19.3,5.1,123,15.5,3.6
20241005,13시,726.43,2377.6,702.6,19.8,5.3,140.1,16.1,3.4
20241005,14시,665.5,3043.1,643.1,20.1,4.1,117.5,16.1,3
20241005,15시,572.92,3616.02,544,19.7,4.8,233.4,16.4,3.2
20241005,16시,528.77,4144.79,497.7,19.5,4.3,165.4,16.4,3
20241005,17시,356.43,4501.22,325.1,18.9,3.6,96.8,16.1,3.2
20241005,18시,132.97,4634.19,114.5,17.2,2.1,39.5,15.4,2.8
20241005,19시,0.5,1409.96,0.5,14.8,2.1,-,-,-
20241005,20시,0,1409.96,0,15,2.3,-,-,-
20241005,21시,0,1409.96,0,14,2.1,0,17.1,2.9
20241005,22시,0,1409.96,0,13.5,1.8,0,15.5,2.1
20241005,23시,0,1409.96,0,13.5,2.3,0,15.4,2.4
20241006,0시,0,0,0,13.2,2.1,0,15,2.6
20241006,1시,0,0,0,12.5,1.7,0,15.1,2.6
20241006,2시,0,0,0,12.2,2.6,0,14.7,2.5
20241006,3시,0,0,0,11.6,3.1,0,13.6,2.1
20241006,4시,0,0,0,11.3,2.2,0,13.3,2.1
20241006,5시,0,0,0,11.8,2.8,0,13.2,3
20241006,6시,0,0,0,11.2,2.7,0,13.1,2.4
20241006,7시,7.9,7.9,7.9,11.6,2.5,7.5,13.4,2.5
20241006,8시,157.37,165.27,136.4,13.2,3.5,134,15.3,2
20241006,9시,382.29,547.56,344,15.2,2.8,335.5,17.4,1.7
20241006,10시,572.54,1120.1,538.4,17.4,2.7,512.4,18.9,1.5
20241006,11시,716.64,1836.74,693.6,19.1,3.1,620.3,19.8,1.9
20241006,12시,797.56,2634.3,790.6,20.4,2.5,702.2,20.7,2.1
20241006,13시,815.83,3450.13,820.9,21.4,1.6,729.8,21.2,2.2
20241006,14시,777.94,4228.07,781.8,22.2,1.4,676.6,21.3,2.6
20241006,15시,-,-,-,-,-,603.4,22.8,3.3
20241006,16시,-,-,-,-,-,496.7,22.6,3.9
20241006,17시,-,-,-,-,-,304.6,21.7,3.5
20241006,18시,-,-,-,-,-,96,20.2,2.1
20241006,19시,-,-,-,-,-,1.1,18.7,2
20241006,20시,-,-,-,-,-,0,18,2.3
20241006,21시,0,4228.07,0,17.1,2.9,0,16.9,2.4
20241006,22시,0,4228.07,0,15.5,2.1,0,15.9,2.2
20241006,23시,0,4228.07,0,15.4,2.4,0,15.8,2.8
20241007,0시,0,0,0,15,2.6,0,15.7,3
20241007,1시,0,0,0,15.1,2.6,0,16.1,3
20241007,2시,0,0,0,14.7,2.5,0,15.9,2.9
20241007,3시,0,0,0,13.6,2.1,0,15.6,2.8
20241007,4시,0,0,0,13.3,2.1,0,15.8,3
20241007,5시,0,0,0,13.2,3,0,16.1,3.1
20241007,6시,0,0,0,13.1,2.4,0,16.6,3.2
20241007,7시,7.5,7.5,7.5,13.4,2.5,4.8,16.5,2.6
20241007,8시,155.74,163.24,134,15.3,2,94.8,17.8,2.1
20241007,9시,369.94,533.18,335.5,17.4,1.7,211.1,19.3,2.4
20241007,10시,541.84,1075.02,512.4,18.9,1.5,241.6,19.7,1.7
20241007,11시,642.09,1717.11,620.3,19.8,1.9,190.7,19.9,0.7
20241007,12시,715.27,2432.38,702.2,20.7,2.1,227.7,19.9,2.8
20241007,13시,739.07,3171.45,729.8,21.2,2.2,80.8,19.4,0.8
20241007,14시,692.17,3863.62,676.6,21.3,2.6,83.8,19.2,2.5
20241007,15시,622.48,4486.1,603.4,22.8,3.3,63.1,19.3,4.9
20241007,16시,524.02,5010.12,496.7,22.6,3.9,50,16,5.3
20241007,17시,334.89,5345.01,304.6,21.7,3.5,43.1,16.2,3.5
20241007,18시,115.32,5460.33,96,20.2,2.1,26.6,16.6,3
20241007,19시,1.1,5461.43,1.1,18.7,2,0.4,17.3,1.7
20241007,20시,0,5461.43,0,18,2.3,0,16.8,1.1
20241007,21시,0,5461.43,0,16.9,2.4,0,15.9,1.2
20241007,22시,0,5461.43,0,15.9,2.2,0,15.7,0.5
20241007,23시,0,5461.43,0,15.8,2.8,0,15.4,0.8
20241008,0시,0,0,0,15.7,3,0,15.8,0.5
20241008,1시,0,0,0,16.1,3,0,15.6,1.2
20241008,2시,0,0,0,15.9,2.9,0,15.9,0.9
20241008,3시,0,0,0,15.6,2.8,0,15.4,0.5
20241008,4시,0,0,0,15.8,3,0,14.9,1.2
20241008,5시,0,0,0,16.1,3.1,0,15.7,1.6
20241008,6시,0,0,0,16.6,3.2,0,15.7,1.9
20241008,7시,4.8,4.8,4.8,16.5,2.6,0.8,15.9,3
20241008,8시,111.01,115.81,94.8,17.8,2.1,11.3,15.4,2.3
20241008,9시,235.85,351.66,211.1,19.3,2.4,36.1,15,1.6
20241008,10시,264.72,616.38,241.6,19.7,1.7,61,15.7,1.3
20241008,11시,208.65,825.03,190.7,19.9,0.7,228.8,17.6,1.6
20241008,12시,248.2,1073.23,227.7,19.9,2.8,277.8,18.1,1.8
20241008,13시,88.57,1161.8,80.8,19.4,0.8,287.5,18.3,2.2
20241008,14시,91.96,1253.76,83.8,19.2,2.5,146.6,18.2,2.4
20241008,15시,69.48,1323.24,63.1,19.3,4.9,77.4,18.7,2.1
20241008,16시,55.45,1378.69,50,16,5.3,66.2,18.9,2.6
20241008,17시,48.65,1427.34,43.1,16.2,3.5,24.2,18.7,1.9
20241008,18시,32.36,1459.7,26.6,16.6,3,8.9,18.2,1.5
20241008,19시,0.4,1460.1,0.4,17.3,1.7,0.1,18,2
20241008,20시,0,1460.1,0,16.8,1.1,0,17.5,1.8
20241008,21시,0,1460.1,0,15.9,1.2,0,16.9,2.4
20241008,22시,0,1460.1,0,15.7,0.5,0,16.8,1.3
20241008,23시,0,1460.1,0,15.4,0.8,0,16.6,0.1
20241009,0시,0,0,0,15.8,0.5,0,15.9,0.4
20241009,1시,0,0,0,15.6,1.2,0,15,0.1
20241009,2시,0,0,0,15.9,0.9,0,15.1,1.4
20241009,3시,0,0,0,15.4,0.5,0,14.5,1.5
20241009,4시,0,0,0,14.9,1.2,0,14.6,2
20241009,5시,0,0,0,15.7,1.6,0,14.6,2.3
20241009,6시,0,0,0,15.7,1.9,0,14.8,2.4
20241009,7시,0.8,0.8,0.8,15.9,3,5.3,14.6,2.4
20241009,8시,13.33,14.13,11.3,15.4,2.3,112.2,16.3,2.5
20241009,9시,40.59,54.72,36.1,15,1.6,295.4,17.9,2.3
20241009,10시,67.61,122.33,61,15.7,1.3,405.2,19.1,2.1
20241009,11시,252.06,374.39,228.8,17.6,1.6,364.6,19.8,2.1
20241009,12시,303.23,677.62,277.8,18.1,1.8,655.6,21.4,2.9
20241009,13시,313.31,990.93,287.5,18.3,2.2,653.8,21.6,4.2
20241009,14시,161.18,1152.11,146.6,18.2,2.4,492.7,21.6,3.6
20241009,15시,85.4,1237.51,77.4,18.7,2.1,577.2,22.4,4.2
20241009,16시,73.62,1311.13,66.2,18.9,2.6,456.8,22,3.9
20241009,17시,27.44,1338.57,24.2,18.7,1.9,281.4,21.1,3.7
20241009,18시,10.97,1349.54,8.9,18.2,1.5,84.3,19.7,2.6
20241009,19시,0.1,1349.64,0.1,18,2,0.3,18.4,1.8
20241009,20시,0,1349.64,0,17.5,1.8,0,17.7,2.2
20241009,21시,0,1349.64,0,16.9,2.4,0,16.4,2.1
20241009,22시,0,1349.64,0,16.8,1.3,0,15.6,2
20241009,23시,0,1349.64,0,16.6,0.1,0,15.8,2.3
20241010,0시,0,0,0,15.8,0.5,0,15.9,0.4
20241010,1시,0,0,0,15.6,1.2,0,15,0.1
20241010,2시,0,0,0,15.9,0.9,0,15.1,1.4
20241010,3시,0,0,0,15.4,0.5,0,14.5,1.5
20241010,4시,0,0,0,14.9,1.2,0,14.6,2
20241010,5시,0,0,0,15.7,1.6,0,14.6,2.3
20241010,6시,0,0,0,15.7,1.9,0,14.8,2.4
20241010,7시,0.8,0.8,0.8,15.9,3,5.3,14.6,2.4
20241010,8시,13.33,14.13,11.3,15.4,2.3,112.2,16.3,2.5
20241010,9시,40.59,54.72,36.1,15,1.6,295.4,17.9,2.3
20241010,10시,67.61,122.33,61,15.7,1.3,405.2,19.1,2.1
20241010,11시,252.06,374.39,228.8,17.6,2.1,615.9,20.7,1.4
20241010,12시,675.98,1976.32,655.6,21.4,2.9,696.7,21.6,1.1
20241010,13시,677.32,2653.64,653.8,21.6,4.2,679.2,22.1,0.3
20241010,14시,519.72,3173.36,492.7,21.6,3.6,550.7,21.2,2.4
20241010,15시,604.42,3777.78,577.2,22.4,4.2,495.3,22.5,1.9
20241010,16시,489.33,4267.11,456.8,22,3.9,357,22.4,2.2
20241010,17시,315.02,4582.13,281.4,21.1,3.7,221.3,21.7,2.4
20241010,18시,105.42,4687.55,84.3,19.7,2.6,70.3,20.3,1.4
20241010,19시,0.3,4687.85,0.3,18.4,1.8,0.2,19.9,0.6
20241010,20시,0,4687.85,0,17.7,2.2,0,19.8,0.1
20241010,21시,0,4687.85,0,16.4,2.1,0,18.9,0.6
20241010,22시,0,4687.85,0,15.6,2,0,18.3,1.5
20241010,23시,0,4687.85,0,15.8,2.3,0,18.1,0.2
20241011,0시,0,0,0,16,2.7,0,18.4,0.2
20241011,1시,0,0,0,15.7,2.3,0,17.5,0.4
20241011,2시,0,0,0,15.8,2.1,0,17.3,1.3
20241011,3시,0,0,0,14.5,2,0,16.9,1.5
20241011,4시,0,0,0,14.1,1.7,0,16.5,0.8
20241011,5시,0,0,0,14,1.7,0,16.6,0.9
20241011,6시,0,0,0,14.3,2,0,16.6,1.2
20241011,7시,5.1,5.1,5.1,14.6,2.4,2.4,16.9,0.8
20241011,8시,140.15,145.25,116.9,16.3,2.7,85,17.9,0.9
20241011,9시,339.24,484.49,301.9,17.6,2.2,200.4,18.6,0.8
20241011,10시,505.44,989.93,470.2,19.2,2.2,281,19.4,0.3
20241011,11시,638.53,1628.46,615.9,20.7,1.4,303.2,19.9,1.1
20241011,12시,707.85,2336.31,696.7,21.6,1.1,431.1,20.9,1.8
20241011,13시,686.78,3023.09,679.2,22.1,0.3,474.4,20.5,1.7
20241011,14시,575.99,3599.08,550.7,21.2,2.4,372.3,20.3,1.9
20241011,15시,519.96,4119.04,495.3,22.5,1.9,391.9,22.1,3.6
20241011,16시,385.62,4504.66,357,22.4,2.2,333.1,22.6,2.7
20241011,17시,249.58,4754.24,221.3,21.7,2.4,267.5,21.9,3.5
20241011,18시,89.24,4843.48,70.3,20.3,1.4,76.2,20.3,1.9
20241011,19시,0.2,4843.68,0.2,19.9,0.6,0.1,19.1,1.3
20241011,20시,0,4843.68,0,19.8,0.1,0,18.6,1.3
20241011,21시,0,4843.68,0,18.9,0.6,0,17.2,1.4
20241011,22시,0,4843.68,0,18.3,1.5,0,16.4,1.9
20241011,23시,0,4843.68,0,18.1,0.2,0,16,2.3
20241012,0시,0,0,0,18.4,0.2,0,16.1,2
20241012,1시,0,0,0,17.5,0.4,0,16.1,2.6
20241012,2시,0,0,0,17.3,1.3,0,15.7,2.5
20241012,3시,0,0,0,16.9,1.5,0,14.3,1.7
20241012,4시,0,0,0,16.5,0.8,0,14,1.8
20241012,5시,0,0,0,16.6,0.9,0,14.3,1.5
20241012,6시,0,0,0,16.6,1.2,0,13.7,1.3
20241012,7시,2.4,2.4,2.4,16.9,0.8,4.2,14.3,1.1
20241012,8시,102.75,105.15,85,17.9,0.9,114.9,15.9,1.1
20241012,9시,227.5,332.65,200.4,18.6,0.8,311.8,18.1,0.7
20241012,10시,308.58,641.23,281,19.4,0.3,499.9,19.6,1.1
20241012,11시,329.48,970.71,303.2,19.9,1.1,651,20.8,1.7
20241012,12시,458.01,1428.72,431.1,20.9,1.8,743.7,21.6,2.7
20241012,13시,501.59,1930.31,474.4,20.5,1.7,770.4,21.6,2.8
20241012,14시,400.24,2330.55,372.3,20.3,1.9,730,21.5,3.3
20241012,15시,420.76,2751.31,391.9,22.1,3.6,618.2,22.9,3.6
20241012,16시,361.96,3113.27,333.1,22.6,2.7,465.6,22.7,3.6
20241012,17시,301.6,3414.87,267.5,21.9,3.5,269.7,21.8,3.4
20241012,18시,98.29,3513.16,76.2,20.3,1.9,74,20.3,2.3
20241012,19시,0.1,3513.26,0.1,19.1,1.3,0,19,2.1
20241012,20시,0,3513.26,0,18.6,1.3,0,18.2,2.3
20241012,21시,0,3513.26,0,17.2,1.4,0,16.6,2.3
20241012,22시,0,3513.26,0,16.4,1.9,0,15.9,2.4
20241012,23시,0,3513.26,0,16,2.3,0,16,2.4
20241013,0시,0,0,0,16.1,2,0,15.6,2.2
20241013,1시,0,0,0,16.1,2.6,0,15.6,2.4
20241013,2시,0,0,0,15.7,2.5,0,15.3,2.4
20241013,3시,0,0,0,14.3,1.7,0,13.8,1.6
20241013,4시,0,0,0,14,1.8,0,13.4,1.4
20241013,5시,0,0,0,14.3,1.5,0,13.6,2.3
20241013,6시,0,0,0,13.7,1.3,0,13.7,2
20241013,7시,4.2,4.2,4.2,14.3,1.1,4,13.6,2.1
20241013,8시,140.07,144.27,114.9,15.9,1.1,113.4,15.8,2.2
20241013,9시,350.36,494.63,311.8,18.1,0.7,311.2,17.6,1.5
20241013,10시,534.56,1029.19,499.9,19.6,1.1,501.3,19.3,2.8
20241013,11시,674.82,1704.01,651,20.8,1.7,652.5,20.8,2.8
20241013,12시,760.32,2464.33,743.7,21.6,2.7,744.8,22.1,2.1
20241013,13시,784.98,3249.31,770.4,21.6,2.8,773.1,22.8,1.6
20241013,14시,751.06,4000.37,730,21.5,3.3,732.5,22.1,2.9
20241013,15시,645.04,4645.41,618.2,22.9,3.6,626.2,24,3.9
20241013,16시,500.31,5145.72,465.6,22.7,3.6,464.6,23.5,4.3
20241013,17시,305.58,5451.3,269.7,21.8,3.4,270.1,21.8,4
20241013,18시,97.09,5548.39,74,20.3,2.3,72.9,19.9,2.5
